Year;Month;Day;Hour;Minute;Temperature  [2 m above gnd];Total Precipitation (high resolution)  [sfc];Wind Speed  [10 m above gnd];Wind Direction  [10 m above gnd]
2019;02;18;19;00;30.53;0.00;9.39;147.53
2019;02;18;20;00;28.91;0.00;12.26;130.24
2019;02;18;21;00;27.83;0.00;17.78;121.76
2019;02;18;22;00;26.60;0.00;18.04;118.61
2019;02;18;23;00;25.47;0.00;13.78;123.27
2019;02;19;00;00;24.53;0.00;9.02;118.61
2019;02;19;01;00;23.73;0.00;6.61;119.36
2019;02;19;02;00;23.25;0.00;5.19;123.69
2019;02;19;03;00;22.74;0.00;4.39;124.99
2019;02;19;04;00;22.44;0.00;3.60;126.87
2019;02;19;05;00;22.11;0.00;2.90;119.74
2019;02;19;06;00;21.72;0.00;2.41;116.57
2019;02;19;07;00;22.94;0.00;1.48;104.04
2019;02;19;08;00;25.66;0.00;2.31;141.34
2019;02;19;09;00;28.14;0.00;4.02;153.43
2019;02;19;10;00;30.34;0.00;6.44;153.43
2019;02;19;11;00;32.08;0.00;8.89;148.24
2019;02;19;12;00;33.50;0.00;10.46;139.18
2019;02;19;13;00;34.41;0.00;12.10;126.53
2019;02;19;14;00;35.01;0.00;13.85;114.57
2019;02;19;15;00;35.02;0.00;15.48;107.59
2019;02;19;16;00;34.48;0.00;18.08;102.65
2019;02;19;17;00;32.62;0.00;16.52;110.41
2019;02;19;18;00;30.35;0.00;14.24;110.73
2019;02;19;19;00;28.82;0.00;13.90;106.56
2019;02;19;20;00;27.68;0.00;15.89;103.09
2019;02;19;21;00;26.45;0.00;17.16;99.66
2019;02;19;22;00;25.05;0.00;15.16;94.09
2019;02;19;23;00;23.81;0.00;13.32;88.45
2019;02;20;00;00;22.78;0.00;12.68;83.48
2019;02;20;01;00;22.11;0.00;12.73;81.87
2019;02;20;02;00;22.40;0.00;12.07;79.70
2019;02;20;03;00;21.95;0.00;11.37;79.05
2019;02;20;04;00;21.60;0.00;10.54;82.15
2019;02;20;05;00;21.32;0.00;10.50;84.09
2019;02;20;06;00;21.44;0.00;8.12;77.20
2019;02;20;07;00;23.07;0.00;10.31;77.91
2019;02;20;08;00;25.17;0.00;14.78;87.21
2019;02;20;09;00;27.27;0.00;17.28;91.19
2019;02;20;10;00;29.26;0.00;19.13;94.32
2019;02;20;11;00;31.02;0.00;20.96;94.93
2019;02;20;12;00;32.39;0.00;22.39;94.61
2019;02;20;13;00;33.28;0.00;23.80;93.47
2019;02;20;14;00;33.64;0.00;24.58;95.04
2019;02;20;15;00;33.63;0.00;25.24;93.27
2019;02;20;16;00;33.01;0.00;24.91;94.14
2019;02;20;17;00;31.72;0.00;25.26;94.09
2019;02;20;18;00;29.15;0.00;21.39;96.77
2019;02;20;19;00;27.29;0.00;19.00;99.82
2019;02;20;20;00;25.64;0.00;17.11;98.47
2019;02;20;21;00;24.10;0.00;14.08;94.40
2019;02;20;22;00;22.65;0.00;11.88;90.00
2019;02;20;23;00;21.26;0.00;9.78;83.66
2019;02;23;00;00;20.12;0.00;7.49;54.78
2019;02;23;01;00;19.18;0.00;6.92;38.66
2019;02;23;02;00;18.39;0.00;6.76;25.20
2019;02;23;03;00;17.77;0.00;6.64;12.53
2019;02;23;04;00;17.35;0.00;6.29;13.24
2019;02;23;05;00;17.02;0.00;6.57;9.46
2019;02;23;06;00;16.71;0.00;6.57;9.46
2019;02;23;07;00;18.62;0.00;6.92;8.97
2019;02;23;08;00;23.39;0.00;5.96;25.02
2019;02;23;09;00;27.47;0.00;8.22;61.19
2019;02;23;10;00;30.37;0.00;14.87;83.05
2019;02;23;11;00;32.47;0.00;18.72;88.90
2019;02;23;12;00;34.20;0.00;20.88;90.00
2019;02;23;13;00;35.35;0.00;23.78;87.40
2019;02;23;14;00;35.74;0.00;26.32;86.86
2019;02;23;15;00;35.52;0.00;27.38;87.74
2019;02;23;16;00;34.71;0.00;27.36;89.25
2019;02;23;17;00;33.03;0.00;26.64;90.77
2019;02;23;18;00;29.68;0.00;19.20;96.46
2019;02;23;19;00;26.97;0.00;15.19;103.71
2019;02;23;20;00;24.64;0.00;11.87;104.04
2019;02;23;21;00;23.43;0.00;9.78;96.34
2019;02;23;22;00;22.76;0.00;8.31;85.03
2019;02;23;23;00;21.75;0.00;7.75;68.20
2019;02;24;00;00;20.63;0.00;7.20;53.13
2019;02;24;01;00;19.56;0.00;7.20;36.87
2019;02;24;02;00;18.75;0.00;7.09;23.96
2019;02;24;03;00;18.15;0.00;6.73;15.52
2019;02;24;04;00;17.67;0.00;6.57;9.46
2019;02;24;05;00;17.25;0.00;6.84;360.00
2019;02;24;06;00;16.96;0.00;6.12;360.00
2019;02;24;07;00;18.96;0.00;5.77;356.42
2019;02;24;08;00;23.54;0.00;3.62;5.71
2019;02;24;09;00;27.82;0.00;2.10;59.04
2019;02;24;10;00;30.75;0.00;7.42;104.04
2019;02;24;11;00;33.05;0.00;13.28;102.53
2019;02;24;12;00;34.69;0.00;17.06;97.28
2019;02;24;13;00;35.53;0.00;20.17;92.05
2019;02;24;14;00;35.82;0.00;21.96;90.00
2019;02;24;15;00;35.54;0.00;23.04;89.10
2019;02;24;16;00;34.69;0.00;23.76;90.87
2019;02;24;17;00;33.15;0.00;24.97;95.79
2019;02;24;18;00;29.82;0.00;18.58;98.91
2019;02;24;19;00;27.23;0.00;15.89;103.09
2019;02;24;20;00;24.63;0.00;12.57;103.24
2019;02;24;21;00;22.96;0.00;10.46;93.95
2019;02;24;22;00;22.01;0.00;9.06;83.16
2019;02;24;23;00;20.70;0.00;8.23;66.80
2019;02;25;00;00;19.19;0.00;7.93;50.53
2019;02;25;01;00;17.78;0.00;7.79;33.69
2019;02;25;02;00;17.16;0.00;7.17;17.53
2019;02;25;03;00;16.56;0.00;6.88;6.01
2019;02;25;04;00;16.11;0.00;6.12;360.00
2019;02;25;05;00;15.82;0.00;5.45;352.41
2019;02;25;06;00;15.62;0.00;5.15;347.91
2019;02;25;07;00;17.38;0.00;4.80;347.01
2019;02;25;08;00;21.74;0.00;2.55;351.87
2019;02;25;09;00;25.57;0.00;1.08;270.00
2019;02;25;10;00;29.26;0.00;1.08;180.00
2019;02;25;11;00;32.18;0.00;3.71;150.95
2019;02;25;12;00;34.37;0.00;7.90;120.07
2019;02;25;13;00;35.76;0.00;10.25;108.43
2019;02;25;14;00;36.47;0.00;12.43;100.01
2019;02;25;15;00;36.54;0.00;13.76;96.01
2019;02;25;16;00;36.00;0.00;14.83;95.57
2019;02;25;17;00;35.04;0.00;14.59;105.75
2019;02;25;18;00;31.71;0.00;11.18;104.93
2019;02;25;19;00;29.11;0.00;11.84;109.54
2019;02;25;20;00;26.42;0.00;12.64;109.98
2019;02;25;21;00;24.52;0.00;11.50;110.14
2019;02;25;22;00;23.24;0.00;9.50;114.62
2019;02;25;23;00;22.35;0.00;6.95;111.25
2019;02;26;00;00;21.62;0.00;3.98;95.19
2019;02;26;01;00;20.73;0.00;1.80;360.00
2019;02;26;02;00;20.10;0.00;5.12;309.29
2019;02;26;03;00;19.62;0.00;6.30;300.96
2019;02;26;04;00;19.24;0.00;6.62;292.38
2019;02;26;05;00;18.96;0.00;6.73;285.52
2019;02;26;06;00;18.67;0.00;7.24;275.71
2019;02;26;07;00;20.78;0.00;6.85;266.99
2019;02;26;08;00;23.77;0.00;10.46;243.43
2019;02;26;09;00;26.77;0.00;10.51;231.95
2019;02;26;10;00;29.52;0.00;11.20;225.00
2019;02;26;11;00;31.74;0.00;10.74;219.56
2019;02;26;12;00;33.54;0.00;9.50;217.30
2019;02;26;13;00;34.94;0.00;7.15;220.91
2019;02;26;14;00;35.93;0.00;5.32;208.30
2019;02;26;15;00;36.20;0.00;4.10;195.26
2019;02;26;16;00;35.91;0.00;4.69;184.40
2019;02;26;17;00;35.27;0.00;5.15;167.91
2019;02;26;18;00;32.91;0.00;8.22;151.19
2019;02;26;19;00;30.80;0.00;10.23;140.71
2019;02;26;20;00;28.88;0.00;17.58;124.99
2019;02;26;21;00;27.35;0.00;20.99;120.96
2019;02;26;22;00;25.49;0.00;16.18;122.28
2019;02;26;23;00;24.11;0.00;9.00;143.13
2019;02;27;00;00;23.22;0.00;7.24;174.29
2019;02;27;01;00;23.58;0.00;7.59;185.44
2019;02;27;02;00;22.59;0.00;5.51;191.31
2019;02;27;03;00;21.89;0.00;6.03;197.35
2019;02;27;04;00;21.35;0.00;5.82;201.80
2019;02;27;05;00;20.88;0.00;5.15;204.78
2019;02;27;06;00;20.56;0.00;5.50;211.61
2019;02;27;07;00;22.75;0.00;6.49;213.69
2019;02;27;08;00;25.45;0.00;14.81;205.94
2019;02;27;09;00;27.60;0.00;16.08;214.05
2019;02;27;10;00;29.64;0.00;15.07;220.16
2019;02;27;11;00;31.47;0.00;13.78;220.76
2019;02;27;12;00;32.99;0.00;12.98;226.12
2019;02;27;13;00;34.24;0.00;11.25;230.19
2019;02;27;14;00;34.81;0.00;9.45;229.64
2019;02;27;15;00;35.08;0.00;9.96;220.60
2019;02;27;16;00;34.68;0.00;10.81;209.98
2019;02;27;17;00;34.20;0.00;12.65;184.90
2019;02;27;18;00;31.62;0.00;10.09;177.95
2019;02;27;19;00;29.97;0.00;10.59;162.18
2019;02;27;20;00;28.70;0.00;12.10;143.47
2019;02;27;21;00;27.51;0.00;14.77;133.03
2019;02;27;22;00;26.59;0.00;14.77;136.97
2019;02;27;23;00;25.35;0.00;10.31;155.22
2019;02;28;00;00;24.19;0.00;7.21;177.14
2019;02;28;01;00;23.46;0.00;5.86;190.62
2019;02;28;02;00;22.99;0.00;4.21;199.98
2019;02;28;03;00;22.47;0.00;3.40;212.01
2019;02;28;04;00;22.27;0.00;3.89;213.69
2019;02;28;05;00;22.15;0.00;4.58;225.00
